dataset,variant,mode,query,n_db,n_relevant,rho,p_at_5,p_at_10,ndcg_at_10
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_extraversion_assertiveness,111,10,0.34425236925236924,0.4,0.4,0.8479947667411115
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_extraversion_cheerfulness,111,27,0.4564496314496314,1.0,0.8,0.8071549994808983
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_extraversion_excitement_seeking,111,8,0.4584240084240084,0.6,0.6,0.8948191889749689
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_extraversion_friendliness,111,20,0.40547560547560546,0.4,0.4,0.6959332652712956
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_extraversion_gregariousness,111,6,0.10817830817830816,0.4,0.2,0.6218773250365486
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_neuroticism,106,39,0.3570698037635086,1.0,1.0,0.8024904982320163
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_neuroticism_anger,111,17,0.4808353808353808,0.6,0.7,0.8743971654234612
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_neuroticism_anxiety,111,25,0.31955949455949456,1.0,1.0,0.8904978959852978
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_neuroticism_depression,111,38,0.13345910845910844,0.8,0.9,0.6971788800137727
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_neuroticism_immoderation,111,2,0.10983678483678483,0.2,0.1,0.48598199897968347
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_neuroticism_self_consciousness,111,27,0.11286416286416286,0.4,0.4,0.6001154699717215
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_neuroticism_vulnerability,111,33,0.3223060723060723,0.8,0.7,0.8265779449899173
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_openness,106,11,-0.11909716099453359,0.4,0.3,0.6244464272639936
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_openness_adventurousness,111,4,0.2608810108810109,0.2,0.2,0.7094086987973737
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_openness_artistic_interests,111,5,0.0009477009477009477,0.8,0.5,0.8243789061115888
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_openness_emotionality,111,7,0.16046858546858547,0.4,0.2,0.5265130548925131
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_openness_imagination,111,5,0.14027729027729027,0.4,0.2,0.6075202909719398
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_openness_intellect,111,8,0.03617058617058617,0.4,0.4,0.6979041253083517
pilot_holdout,plain,signed,International_Personality_Item_Pool_120_openness_liberalism,111,1,0.05521235521235521,0.0,0.0,0.4214704857647047
pilot_holdout,plain,signed,Interpersonal_Reactivity_Index_Brief_Empathy,108,11,0.17509312450579703,0.2,0.3,0.4788824697444742
pilot_holdout,plain,signed,Interpersonal_Reactivity_Index_Brief_Empathy_Empathic_Concern,111,13,0.22184977184977184,0.4,0.4,0.5921917669147264
pilot_holdout,plain,signed,Interpersonal_Reactivity_Index_Brief_Empathy_Fantasy,111,2,0.27138469638469637,0.4,0.2,0.7270019216249702
pilot_holdout,plain,signed,Interpersonal_Reactivity_Index_Brief_Empathy_Personal_Distress,111,19,0.3735345735345735,1.0,0.8,0.9213021018342975
pilot_holdout,plain,signed,Interpersonal_Reactivity_Index_Brief_Empathy_Perspective_Taking,111,8,0.09586697086697087,0.0,0.1,0.533607286841593
pilot_holdout,plain,signed,Life_Orientation_Test_Optimism,112,35,0.20269416065876245,0.6,0.4,0.6702625587963368
pilot_holdout,plain,signed,Mastery_Scale_Self_Mastery,112,26,0.20521406362114325,0.4,0.6,0.7415552311393169
pilot_holdout,plain,signed,Mindful_Attention_Awareness_Scale_Mindful_Attention_Awareness,112,20,0.5278128950695322,0.8,0.6,0.8250109168318911
pilot_holdout,plain,signed,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support,109,13,0.4020572699471782,0.2,0.4,0.8125965936233283
pilot_holdout,plain,signed,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Family,111,7,0.379062829062829,0.2,0.2,0.798214830526303
pilot_holdout,plain,signed,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Friends,111,8,0.373016848016848,0.8,0.5,0.8508270609493823
pilot_holdout,plain,signed,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Significant_Other,111,1,0.49240961740961736,0.2,0.1,0.8204872167010344
pilot_holdout,plain,signed,Need_for_Cognition_Scale_Need_for_Cognition,112,12,0.4578023029350463,0.4,0.5,0.7536008953757268
pilot_holdout,plain,signed,Pain_Catastrophizing_Scale_Pain_Catastrophizing,109,27,0.27549810026874244,0.8,0.9,0.9038225048162408
pilot_holdout,plain,signed,Pain_Catastrophizing_Scale_Pain_Catastrophizing_Helplessness,111,27,0.29276939276939273,1.0,0.9,0.9098188136622141
pilot_holdout,plain,signed,Pain_Catastrophizing_Scale_Pain_Catastrophizing_Magnification,111,24,0.34454194454194453,0.8,0.9,0.9462777969773537
pilot_holdout,plain,signed,Pain_Catastrophizing_Scale_Pain_Catastrophizing_Rumination,111,21,0.2916725166725167,0.8,0.9,0.926428586100163
pilot_holdout,plain,signed,Penn_State_Worry_Questionnaire_Worry,112,23,0.34799432808282366,0.8,0.8,0.8740290503960408
pilot_holdout,plain,signed,Psychological_Well_Being_Scales_Well_being,106,46,0.08555306446330957,0.6,0.4,0.6371402466995257
pilot_holdout,plain,signed,Psychological_Well_Being_Scales_Well_being_autonomy,111,2,-0.018778518778518778,0.0,0.0,0.2661208213990449
pilot_holdout,plain,signed,Psychological_Well_Being_Scales_Well_being_environmental_mastery,111,32,0.3481923481923481,0.6,0.5,0.7165111137644182
pilot_holdout,plain,signed,Psychological_Well_Being_Scales_Well_being_personal_growth,111,18,0.07369252369252369,0.0,0.1,0.5200161774366493
pilot_holdout,plain,signed,Psychological_Well_Being_Scales_Well_being_positive_relations_with_others,111,20,0.0066251316251316255,0.8,0.4,0.7136914008376528
pilot_holdout,plain,signed,Psychological_Well_Being_Scales_Well_being_purpose_in_life,111,6,-0.04442786942786942,0.0,0.0,0.5598496539888093
pilot_holdout,plain,signed,Psychological_Well_Being_Scales_Well_being_self_acceptance,111,29,0.36840119340119337,1.0,0.6,0.8199568227191006
pilot_holdout,plain,signed,Rosenberg_Self_Esteem_Scale_Self_Esteem,112,46,0.4021252605323402,0.6,0.6,0.7501154400418657
pilot_holdout,plain,signed,Satisfaction_with_Life_Scale_Satisfaction_with_Life,112,25,0.2595927153449278,0.8,0.7,0.7659465516051601
pilot_holdout,plain,signed,Self_Compassion_Scale___Short_Form_Self_Compassion,106,28,0.3267400559236214,0.8,0.7,0.6043590298286164
pilot_holdout,plain,signed,Self_Compassion_Scale___Short_Form_Self_Compassion_Common_Humanity,111,1,0.2883643383643384,0.0,0.0,0.43092667026131104
pilot_holdout,plain,signed,Self_Compassion_Scale___Short_Form_Self_Compassion_Isolation,111,20,0.4368199368199368,0.8,0.9,0.8796406492637682
pilot_holdout,plain,signed,Self_Compassion_Scale___Short_Form_Self_Compassion_Mindfulness,111,7,0.3037381537381537,0.6,0.3,0.8167052925860341
pilot_holdout,plain,signed,Self_Compassion_Scale___Short_Form_Self_Compassion_Over_Identification,111,21,0.3869252369252369,1.0,0.9,0.9280583709066115
pilot_holdout,plain,signed,Self_Compassion_Scale___Short_Form_Self_Compassion_Self_Judgement,111,17,0.3423481923481923,0.6,0.4,0.827086078902184
pilot_holdout,plain,signed,Self_Compassion_Scale___Short_Form_Self_Compassion_Self_Kindness,111,4,0.467979992979993,0.0,0.0,0.5624430270134739
pilot_holdout,plain,signed,Self_Control_Scale_Self_Control,112,26,0.3958981104998804,0.6,0.6,0.721439180336076
pilot_holdout,plain,signed,Short_Grit_Scale_Grit,110,23,0.2545770123751775,0.6,0.7,0.7287478255668474
pilot_holdout,plain,signed,Short_Grit_Scale_Grit_Consistency_of_Interest,111,11,0.4389171639171639,0.4,0.2,0.700495335240963
pilot_holdout,plain,signed,Short_Grit_Scale_Grit_Perseverance_of_Effort,111,29,0.42776412776412776,0.8,0.8,0.9107136994057503
pilot_holdout,plain,abs,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness,109,24,0.4143730886850153,1.0,0.7,0.8731608051934103
pilot_holdout,plain,abs,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness_Attention_impulsivity,111,14,0.37566690066690067,0.6,0.3,0.8355210792721786
pilot_holdout,plain,abs,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness_Motor_Impulsivity,111,9,0.40324675324675324,0.8,0.5,0.8868396137024414
pilot_holdout,plain,abs,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness_Non_planning,111,17,0.4512460512460512,1.0,0.6,0.823121408237856
pilot_holdout,plain,abs,Behavioral_Activation_System_Scale_behavioral_activation,109,12,0.4923640070429062,0.8,0.5,0.7845718794845986
pilot_holdout,plain,abs,Behavioral_Activation_System_Scale_behavioral_activation_Drive,111,4,0.5498946998946997,0.2,0.2,0.7135807204644887
pilot_holdout,plain,abs,Behavioral_Activation_System_Scale_behavioral_activation_Fun_Seeking,111,6,0.335995085995086,0.8,0.5,0.8863602978402703
pilot_holdout,plain,abs,Behavioral_Activation_System_Scale_behavioral_activation_Reward_Responsiveness,111,11,0.5532555282555283,0.2,0.3,0.7402583250069594
pilot_holdout,plain,abs,Behavioral_Inhibition_System_Scale_behavioral_inhibition,112,19,0.4490723340280863,1.0,1.0,0.9353886899795083
pilot_holdout,plain,abs,Big_Five_Inventory_2_agreeableness,109,16,0.19400426281160227,0.6,0.4,0.7188306639858201
pilot_holdout,plain,abs,Big_Five_Inventory_2_agreeableness_compassion,111,12,0.1282818532818533,0.4,0.5,0.65868692016859
pilot_holdout,plain,abs,Big_Five_Inventory_2_agreeableness_respectfulness,111,15,0.32876447876447873,1.0,0.7,0.8325872318025435
pilot_holdout,plain,abs,Big_Five_Inventory_2_agreeableness_trust,111,8,0.28424885924885923,0.8,0.5,0.710693694329182
pilot_holdout,plain,abs,Big_Five_Inventory_2_conscientiousness,109,19,0.3575016217218052,0.8,0.4,0.7234703709926004
pilot_holdout,plain,abs,Big_Five_Inventory_2_conscientiousness_organization,111,11,0.3748069498069498,0.8,0.7,0.8490870424071394
pilot_holdout,plain,abs,Big_Five_Inventory_2_conscientiousness_productiveness,111,20,0.465005265005265,1.0,0.7,0.8023596116591928
pilot_holdout,plain,abs,Big_Five_Inventory_2_conscientiousness_responsibility,111,15,0.27385924885924884,0.6,0.4,0.6742060112404825
pilot_holdout,plain,abs,Big_Five_Inventory_2_extraversion,109,22,0.1731628208692429,0.4,0.3,0.4810198340416288
pilot_holdout,plain,abs,Big_Five_Inventory_2_extraversion_assertiveness,111,8,0.22943137943137942,0.2,0.2,0.6040038631521354
pilot_holdout,plain,abs,Big_Five_Inventory_2_extraversion_energy_level,111,22,0.38500351000350996,0.6,0.4,0.7667651822836572
pilot_holdout,plain,abs,Big_Five_Inventory_2_extraversion_sociability,111,12,0.007125307125307125,0.0,0.0,0.33225150843878026
pilot_holdout,plain,abs,Big_Five_Inventory_2_neuroticism,109,29,0.2803539987026226,0.6,0.4,0.599915213289129
pilot_holdout,plain,abs,Big_Five_Inventory_2_neuroticism_anxiety,111,22,0.22984380484380482,0.8,0.6,0.8059421734400458
pilot_holdout,plain,abs,Big_Five_Inventory_2_neuroticism_depression,111,34,0.31568094068094066,0.4,0.5,0.602164949435826
pilot_holdout,plain,abs,Big_Five_Inventory_2_neuroticism_emotional_volatility,111,19,0.2408213408213408,0.4,0.5,0.6659604325486765
pilot_holdout,plain,abs,Big_Five_Inventory_2_openness,109,6,-0.024974515800203875,0.6,0.4,0.777222072485579
pilot_holdout,plain,abs,Big_Five_Inventory_2_openness_aesthetic_sensitivity,111,8,0.20265882765882764,1.0,0.6,0.8229738757411607
pilot_holdout,plain,abs,Big_Five_Inventory_2_openness_creative_imagination,111,7,0.07083187083187083,0.4,0.3,0.5278489659660374
pilot_holdout,plain,abs,Big_Five_Inventory_2_openness_intellectual_curiosity,111,6,0.0184011934011934,0.8,0.4,0.7641344417009699
pilot_holdout,plain,abs,Buss_Perry_Aggression_Questionnaire_Aggression,108,16,0.4890679927977364,0.6,0.6,0.8907184696774303
pilot_holdout,plain,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Anger,111,15,0.5764127764127763,0.6,0.5,0.8788145012391502
pilot_holdout,plain,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Hostility,111,19,0.4801948051948052,0.8,0.7,0.8428493640721333
pilot_holdout,plain,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Physical_aggression,111,7,0.39470866970866963,0.8,0.6,0.9328321178808103
pilot_holdout,plain,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Verbal_aggression,111,8,0.3531326781326781,0.8,0.6,0.8873665146238209
pilot_holdout,plain,abs,Emotion_Regulation_Questionnaire_Emotion_Regulation,110,12,0.10291909924937448,0.4,0.3,0.6831930392971832
pilot_holdout,plain,abs,Emotion_Regulation_Questionnaire_Emotion_Regulation_Reappraisal,111,6,0.3601263601263601,0.2,0.3,0.7354874613892742
pilot_holdout,plain,abs,Emotion_Regulation_Questionnaire_Emotion_Regulation_Suppression,111,0,0.21759389259389258,0.0,0.0,0.5093697076491677
pilot_holdout,plain,abs,Hope_Scale_Hope,110,45,0.5395442147735726,1.0,0.8,0.8284039936815463
pilot_holdout,plain,abs,Hope_Scale_Hope_Agency,111,38,0.541058266058266,0.8,0.8,0.8562305752710637
pilot_holdout,plain,abs,Hope_Scale_Hope_Pathways,111,25,0.38860126360126357,0.6,0.5,0.6081946992125502
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_agreeableness,106,20,0.24992820616167466,0.6,0.6,0.722562437990679
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_agreeableness_altruism,111,17,0.20752895752895753,0.4,0.4,0.7372418017996735
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_agreeableness_cooperation,111,12,0.25185152685152684,1.0,0.8,0.9307098228424079
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_agreeableness_modesty,111,2,0.2886626886626887,0.0,0.0,0.6629955279458529
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_agreeableness_morality,111,14,0.30637943137943136,0.6,0.3,0.4706308800119514
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_agreeableness_sympathy,111,8,0.1066075816075816,0.4,0.3,0.598996047351823
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_agreeableness_trust,111,4,0.3672165672165672,0.4,0.2,0.6874884336991293
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_conscientiousness,106,23,0.5190467793536035,0.6,0.7,0.7918835676827196
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_conscientiousness_achievement_striving,111,25,0.48393295893295885,0.8,0.6,0.8202012958792297
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_conscientiousness_cautiousness,111,9,0.44529659529659527,1.0,0.5,0.9153555556388333
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_conscientiousness_dutifulness,111,9,0.3846349596349596,0.2,0.2,0.7263895497290576
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_conscientiousness_orderliness,111,6,0.391005616005616,0.6,0.3,0.7659603457703302
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_conscientiousness_self_discipline,111,16,0.35149175149175144,0.6,0.5,0.7900981258768648
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_conscientiousness_self_efficacy,111,23,0.5549227799227799,1.0,0.9,0.9072876307709733
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_extraversion,106,25,0.48789077260246366,0.4,0.4,0.674311338841353
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_extraversion_activiity_level,111,16,0.4586082836082836,0.6,0.6,0.8508345453067255
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_extraversion_assertiveness,111,10,0.4060986310986311,0.4,0.4,0.8479947667411115
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_extraversion_cheerfulness,111,27,0.606081081081081,1.0,0.8,0.8071549994808983
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_extraversion_excitement_seeking,111,8,0.5108897858897858,0.6,0.6,0.8948191889749689
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_extraversion_friendliness,111,20,0.40289575289575286,0.4,0.4,0.6959332652712956
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_extraversion_gregariousness,111,6,0.11656721656721655,0.4,0.2,0.6218773250365486
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_neuroticism,106,39,0.42572990402297406,1.0,1.0,0.8024904982320163
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_neuroticism_anger,111,17,0.5058090558090558,0.6,0.7,0.8743971654234612
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_neuroticism_anxiety,111,25,0.4481484731484731,1.0,1.0,0.8904978959852978
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_neuroticism_depression,111,38,0.41032818532818527,0.8,0.9,0.6971788800137727
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_neuroticism_immoderation,111,2,0.07566690066690067,0.2,0.1,0.48598199897968347
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_neuroticism_self_consciousness,111,27,0.17392944892944892,0.6,0.4,0.605178268129976
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_neuroticism_vulnerability,111,33,0.32197262197262194,0.8,0.7,0.8265779449899173
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_openness,106,11,-0.11166083079325893,0.4,0.3,0.6244464272639936
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_openness_adventurousness,111,4,0.2917163917163917,0.2,0.2,0.7604944646685274
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_openness_artistic_interests,111,5,0.1983327483327483,0.8,0.4,0.7913814816292634
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_openness_emotionality,111,7,0.15755528255528256,0.4,0.2,0.5265130548925131
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_openness_imagination,111,5,0.21842751842751842,0.4,0.2,0.6399689145507408
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_openness_intellect,111,8,0.2341084591084591,0.4,0.4,0.7390749392225552
pilot_holdout,plain,abs,International_Personality_Item_Pool_120_openness_liberalism,111,1,0.05521235521235521,0.0,0.0,0.4214704857647047
pilot_holdout,plain,abs,Interpersonal_Reactivity_Index_Brief_Empathy,108,11,0.17877999752303103,0.2,0.3,0.4788824697444742
pilot_holdout,plain,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Empathic_Concern,111,13,0.37409617409617407,0.4,0.4,0.5921917669147264
pilot_holdout,plain,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Fantasy,111,2,0.3084064584064584,0.4,0.2,0.7270019216249702
pilot_holdout,plain,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Personal_Distress,111,19,0.4502544752544752,1.0,0.8,0.9213021018342975
pilot_holdout,plain,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Perspective_Taking,111,8,0.11037206037206036,0.0,0.1,0.533607286841593
pilot_holdout,plain,abs,Life_Orientation_Test_Optimism,112,35,0.2526309495336044,0.6,0.4,0.6702625587963368
pilot_holdout,plain,abs,Mastery_Scale_Self_Mastery,112,26,0.3688369152970923,0.4,0.6,0.7415552311393169
pilot_holdout,plain,abs,Mindful_Attention_Awareness_Scale_Mindful_Attention_Awareness,112,20,0.5576758806847303,0.8,0.6,0.8250109168318911
pilot_holdout,plain,abs,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support,109,13,0.5312019275322029,0.2,0.4,0.8125965936233283
